timestamp,type,id,value
05:00.0,Bus,52,0
05:00.0,Bus,50,0
05:00.0,Bus,54,0
05:00.0,Bus,53,0
05:30.0,Bus,61,0
05:30.0,Bus,63,0
05:30.0,Bus,62,0
05:30.0,Bus,64,0
05:30.0,Bus,65,0
05:30.0,BusStop,A,11
05:30.0,Bus,66,0
05:30.0,BusStop,B,11
05:30.0,BusStop,C,11
05:30.0,BusStop,D,11
05:30.0,BusStop,E,11
05:30.0,BusStop,F,11
05:30.0,BusStop,G,11
05:30.0,BusStop,H,11
05:30.0,BusStop,I,11
05:30.0,BusStop,J,11
05:30.0,Bus,9,0
05:30.0,Bus,7,0
05:30.0,Bus,12,0
05:30.0,Bus,10,0
05:30.0,Bus,11,0
05:30.0,Bus,8,0
05:30.0,Bus,22,0
05:30.0,Bus,19,0
05:30.0,Bus,20,0
05:30.0,Bus,21,0
05:30.0,Bus,23,0
05:30.0,Bus,24,0
05:30.0,Bus,36,0
05:30.0,Bus,33,0
05:30.0,Bus,34,0
05:30.0,Bus,35,0
05:30.0,Bus,32,0
05:30.0,Bus,31,0
05:30.0,Bus,47,0
05:30.0,Bus,48,0
05:30.0,Bus,43,0
05:30.0,Bus,45,0
05:30.0,Bus,44,0
05:30.0,Bus,46,0
05:30.0,Bus,56,0
05:30.0,Bus,55,0
05:30.0,Bus,60,0
05:30.0,Bus,58,0
05:30.0,Bus,59,0
05:30.0,Bus,57,0
06:00.0,Bus,67,0
06:00.0,Bus,68,0
06:00.0,Bus,69,0
06:00.0,Bus,70,0
06:00.0,Bus,71,0
06:00.0,Bus,72,0
06:00.0,BusStop,A,13
06:00.0,BusStop,B,13
06:00.0,BusStop,C,13
06:00.0,BusStop,D,13
06:00.0,BusStop,E,13
06:00.0,BusStop,F,13
06:00.0,BusStop,G,13
06:00.0,BusStop,H,12
06:00.0,BusStop,I,13
06:00.0,BusStop,J,12
06:00.0,Bus,4,0
06:00.0,Bus,6,0
06:00.0,Bus,1,0
06:00.0,Bus,5,0
06:00.0,Bus,3,0
06:00.0,Bus,2,0
06:00.0,Bus,14,0
06:00.0,Bus,15,0
06:00.0,Bus,17,0
06:00.0,Bus,13,0
06:00.0,Bus,16,0
06:00.0,Bus,18,0
06:00.0,Bus,30,0
06:00.0,Bus,26,0
06:00.0,Bus,28,0
06:00.0,Bus,29,0
06:00.0,Bus,27,0
06:00.0,Bus,25,0
06:00.0,Bus,42,0
06:00.0,Bus,40,0
06:00.0,Bus,39,0
06:00.0,Bus,37,0
06:00.0,Bus,41,0
06:00.0,Bus,38,0
06:00.0,Bus,49,0
06:00.0,Bus,52,0
06:00.0,Bus,50,0
06:00.0,Bus,51,0
06:00.0,Bus,54,0
06:00.0,Bus,53,0
06:00.0,Bus,63,0
06:00.0,Bus,61,0
06:00.0,Bus,64,0
06:00.0,Bus,65,0
06:00.0,Bus,66,0
06:00.0,Bus,62,0
06:30.0,Bus,73,0
06:30.0,Bus,74,0
06:30.0,Bus,75,0
06:30.0,Bus,76,0
06:30.0,Bus,77,0
06:30.0,BusStop,A,17
06:30.0,Bus,78,0
06:30.0,BusStop,B,17
06:30.0,BusStop,C,17
06:30.0,BusStop,D,17
06:30.0,BusStop,E,17
06:30.0,BusStop,F,17
06:30.0,BusStop,G,17
06:30.0,BusStop,H,13
06:30.0,BusStop,I,17
06:30.0,BusStop,J,13
06:30.0,Bus,7,0
06:30.0,Bus,11,0
06:30.0,Bus,12,0
06:30.0,Bus,8,0
06:30.0,Bus,10,0
06:30.0,Bus,9,0
06:30.0,Bus,20,0
06:30.0,Bus,21,0
06:30.0,Bus,24,0
06:30.0,Bus,22,0
06:30.0,Bus,23,0
06:30.0,Bus,19,0
06:30.0,Bus,33,0
06:30.0,Bus,36,0
06:30.0,Bus,34,0
06:30.0,Bus,31,0
06:30.0,Bus,35,0
06:30.0,Bus,32,0
06:30.0,Bus,48,0
06:30.0,Bus,43,0
06:30.0,Bus,47,0
06:30.0,Bus,46,0
06:30.0,Bus,44,0
06:30.0,Bus,45,0
06:30.0,Bus,56,0
06:30.0,Bus,55,0
06:30.0,Bus,59,0
06:30.0,Bus,60,0
06:30.0,Bus,57,0
06:30.0,Bus,58,0
06:30.0,Bus,69,0
06:30.0,Bus,71,0
06:30.0,Bus,70,0
06:30.0,Bus,67,0
06:30.0,Bus,72,0
06:30.0,Bus,68,0
07:00.0,Bus,79,0
07:00.0,Bus,80,0
07:00.0,Bus,81,0
07:00.0,Bus,82,0
07:00.0,Bus,83,0
07:00.0,Bus,84,0
07:00.0,BusStop,A,24
07:00.0,BusStop,B,24
07:00.0,BusStop,C,24
07:00.0,BusStop,D,24
07:00.0,BusStop,E,24
07:00.0,BusStop,F,24
07:00.0,BusStop,G,24
07:00.0,BusStop,H,14
07:00.0,BusStop,I,24
07:00.0,BusStop,J,14
07:00.0,Bus,2,0
07:00.0,Bus,1,0
07:00.0,Bus,6,0
07:00.0,Bus,5,0
07:00.0,Bus,3,0
07:00.0,Bus,4,0
07:00.0,Bus,14,0
07:00.0,Bus,18,0
07:00.0,Bus,17,0
07:00.0,Bus,15,0
07:00.0,Bus,16,0
07:00.0,Bus,13,0
07:00.0,Bus,28,0
07:00.0,Bus,29,0
07:00.0,Bus,30,0
07:00.0,Bus,26,0
07:00.0,Bus,25,0
07:00.0,Bus,27,0
07:00.0,Bus,40,0
07:00.0,Bus,42,0
07:00.0,Bus,41,0
07:00.0,Bus,38,0
07:00.0,Bus,39,0
07:00.0,Bus,37,0
07:00.0,Bus,51,0
07:00.0,Bus,52,0
07:00.0,Bus,49,0
07:00.0,Bus,50,0
07:00.0,Bus,53,0
07:00.0,Bus,54,0
07:00.0,Bus,66,0
07:00.0,Bus,64,0
07:00.0,Bus,61,0
07:00.0,Bus,62,0
07:00.0,Bus,63,0
07:00.0,Bus,65,0
07:00.0,Bus,77,0
07:00.0,Bus,76,0
07:00.0,Bus,75,0
07:00.0,Bus,73,0
07:00.0,Bus,74,0
07:00.0,Bus,78,0
07:30.0,Bus,85,0
07:30.0,Bus,86,0
07:30.0,Bus,87,0
07:30.0,Bus,88,0
07:30.0,Bus,89,0
07:30.0,Bus,90,0
07:30.0,BusStop,A,30
07:30.0,BusStop,B,32
07:30.0,BusStop,C,34
07:30.0,BusStop,D,34
07:30.0,BusStop,E,34
07:30.0,BusStop,F,34
07:30.0,BusStop,G,34
07:30.0,BusStop,H,15
07:30.0,BusStop,I,34
07:30.0,BusStop,J,15
07:30.0,BusStop,J,7
07:30.0,BusStop,D,17
07:30.0,BusStop,H,7
07:30.0,BusStop,D,8
07:30.0,Bus,9,8
07:30.0,Bus,8,17
07:30.0,Bus,10,8
07:30.0,BusStop,A,15
07:30.0,BusStop,I,17
07:30.0,Bus,11,9
07:30.0,Bus,9,8
07:30.0,Bus,8,17
07:30.0,Bus,10,8
07:30.0,Bus,7,15
07:30.0,Bus,11,9
07:30.0,Bus,12,17
07:30.0,Bus,7,15
07:30.0,Bus,12,17
07:30.0,BusStop,A,7
07:30.0,BusStop,J,3
07:30.0,BusStop,D,4
07:30.0,Bus,19,8
07:30.0,Bus,21,4
07:30.0,BusStop,H,3
07:30.0,BusStop,D,2
07:30.0,Bus,23,4
07:30.0,Bus,19,8
07:30.0,BusStop,I,8
07:30.0,Bus,21,4
07:30.0,Bus,22,4
07:30.0,Bus,20,2
07:30.0,Bus,23,4
07:30.0,Bus,24,9
07:30.0,Bus,22,4
07:30.0,Bus,20,2
07:30.0,Bus,24,9
07:30.0,BusStop,D,1
07:30.0,BusStop,A,3
07:30.0,BusStop,H,1
07:30.0,BusStop,J,1
07:30.0,BusStop,D,0
07:30.0,Bus,32,1
07:30.0,Bus,31,4
07:30.0,Bus,34,2
07:30.0,Bus,33,2
07:30.0,Bus,32,1
07:30.0,BusStop,I,4
07:30.0,Bus,35,1
07:30.0,Bus,31,4
07:30.0,Bus,34,2
07:30.0,Bus,33,2
07:30.0,Bus,36,4
07:30.0,Bus,35,1
07:30.0,Bus,36,4
07:30.0,BusStop,D,0
07:30.0,BusStop,J,0
07:30.0,BusStop,A,1
07:30.0,Bus,47,0
07:30.0,Bus,45,1
07:30.0,BusStop,I,2
07:30.0,Bus,47,0
07:30.0,Bus,43,2
07:30.0,BusStop,D,0
07:30.0,BusStop,H,0
07:30.0,Bus,45,1
07:30.0,Bus,48,2
07:30.0,Bus,43,2
07:30.0,Bus,44,0
07:30.0,Bus,46,1
07:30.0,Bus,48,2
07:30.0,Bus,44,0
07:30.0,Bus,46,1
07:30.0,BusStop,A,0
07:30.0,BusStop,D,0
07:30.0,Bus,55,1
07:30.0,Bus,56,0
07:30.0,Bus,55,1
07:30.0,Bus,56,0
07:30.0,BusStop,D,0
07:30.0,BusStop,J,0
07:30.0,BusStop,I,1
07:30.0,BusStop,H,0
07:30.0,Bus,59,0
07:30.0,Bus,57,0
07:30.0,Bus,60,1
07:30.0,Bus,58,0
07:30.0,Bus,59,0
07:30.0,Bus,57,0
07:30.0,Bus,60,1
07:30.0,Bus,58,0
07:30.0,BusStop,D,0
07:30.0,BusStop,A,0
07:30.0,BusStop,J,0
07:30.0,BusStop,H,0
07:30.0,BusStop,I,0
07:30.0,Bus,68,0
07:30.0,BusStop,D,0
07:30.0,Bus,67,0
07:30.0,Bus,70,0
07:30.0,Bus,69,0
07:30.0,Bus,68,0
07:30.0,Bus,72,1
07:30.0,Bus,67,0
07:30.0,Bus,71,0
07:30.0,Bus,70,0
07:30.0,Bus,69,0
07:30.0,Bus,72,1
07:30.0,Bus,71,0
07:30.0,BusStop,I,0
07:30.0,BusStop,A,0
07:30.0,BusStop,D,0
07:30.0,BusStop,J,0
07:30.0,BusStop,H,0
07:30.0,Bus,84,0
07:30.0,Bus,79,0
07:30.0,BusStop,D,0
07:30.0,Bus,83,0
07:30.0,Bus,82,0
07:30.0,Bus,81,0
07:30.0,Bus,84,0
07:30.0,Bus,79,0
07:30.0,Bus,83,0
07:30.0,Bus,80,0
07:30.0,Bus,82,0
07:30.0,Bus,81,0
07:30.0,Bus,80,0
08:00.0,Bus,91,0
08:00.0,Bus,93,0
08:00.0,Bus,92,0
08:00.0,Bus,94,0
08:00.0,Bus,95,0
08:00.0,Bus,96,0
08:00.0,BusStop,A,12
08:00.0,BusStop,B,41
08:00.0,BusStop,C,46
08:00.0,BusStop,D,12
08:00.0,BusStop,E,46
08:00.0,BusStop,F,46
08:00.0,BusStop,G,46
08:00.0,BusStop,H,1
08:00.0,BusStop,I,12
08:00.0,BusStop,J,1
08:00.0,BusStop,A,6
08:00.0,BusStop,I,6
08:00.0,Bus,1,6
08:00.0,BusStop,J,0
08:00.0,BusStop,H,0
08:00.0,BusStop,D,6
08:00.0,Bus,6,6
08:00.0,Bus,1,6
08:00.0,Bus,3,1
08:00.0,Bus,4,1
08:00.0,BusStop,D,3
08:00.0,Bus,2,6
08:00.0,Bus,6,6
08:00.0,Bus,3,1
08:00.0,Bus,4,1
08:00.0,Bus,5,3
08:00.0,Bus,2,6
08:00.0,Bus,5,3
08:00.0,BusStop,D,1
08:00.0,Bus,14,2
08:00.0,Bus,14,2
08:00.0,BusStop,H,0
08:00.0,BusStop,D,0
08:00.0,BusStop,A,3
08:00.0,BusStop,I,3
08:00.0,BusStop,J,0
08:00.0,Bus,16,0
08:00.0,Bus,17,1
08:00.0,Bus,13,3
08:00.0,Bus,18,3
08:00.0,Bus,16,0
08:00.0,Bus,15,0
08:00.0,Bus,17,1
08:00.0,Bus,13,3
08:00.0,Bus,18,3
08:00.0,Bus,15,0
08:00.0,BusStop,A,1
08:00.0,BusStop,D,0
08:00.0,BusStop,H,0
08:00.0,BusStop,J,0
08:00.0,Bus,25,2
08:00.0,Bus,29,0
08:00.0,BusStop,D,0
08:00.0,BusStop,I,1
08:00.0,Bus,28,0
08:00.0,Bus,25,2
08:00.0,Bus,27,0
08:00.0,Bus,29,0
08:00.0,Bus,26,0
08:00.0,Bus,30,2
08:00.0,Bus,28,0
08:00.0,Bus,27,0
08:00.0,Bus,26,0
08:00.0,Bus,30,2
08:00.0,BusStop,I,0
08:00.0,BusStop,H,0
08:00.0,Bus,42,1
08:00.0,Bus,40,0
08:00.0,Bus,42,1
08:00.0,Bus,40,0
08:00.0,BusStop,A,0
08:00.0,BusStop,D,0
08:00.0,BusStop,J,0
08:00.0,BusStop,D,0
08:00.0,Bus,37,1
08:00.0,Bus,38,0
08:00.0,Bus,39,0
08:00.0,Bus,37,1
08:00.0,Bus,41,0
08:00.0,Bus,38,0
08:00.0,Bus,39,0
08:00.0,Bus,41,0
08:00.0,BusStop,D,0
08:00.0,BusStop,A,0
08:00.0,BusStop,J,0
08:00.0,Bus,50,0
08:00.0,Bus,51,0
08:00.0,Bus,49,0
08:00.0,BusStop,H,0
08:00.0,Bus,50,0
08:00.0,Bus,51,0
08:00.0,Bus,49,0
08:00.0,Bus,52,0
08:00.0,Bus,52,0
08:00.0,BusStop,I,0
08:00.0,BusStop,D,0
08:00.0,Bus,54,0
08:00.0,Bus,53,0
08:00.0,Bus,54,0
08:00.0,Bus,53,0
08:00.0,BusStop,I,0
08:00.0,BusStop,D,0
08:00.0,BusStop,A,0
08:00.0,BusStop,H,0
08:00.0,BusStop,J,0
08:00.0,BusStop,D,0
08:00.0,Bus,66,0
08:00.0,Bus,65,0
08:00.0,Bus,61,0
08:00.0,Bus,64,0
08:00.0,Bus,63,0
08:00.0,Bus,62,0
08:00.0,Bus,66,0
08:00.0,Bus,65,0
08:00.0,Bus,61,0
08:00.0,Bus,64,0
08:00.0,Bus,63,0
08:00.0,Bus,62,0
08:00.0,BusStop,D,0
08:00.0,BusStop,H,0
08:00.0,BusStop,J,0
08:00.0,BusStop,D,0
08:00.0,Bus,74,0
08:00.0,BusStop,A,0
08:00.0,BusStop,I,0
08:00.0,Bus,76,0
08:00.0,Bus,75,0
08:00.0,Bus,77,0
08:00.0,Bus,74,0
08:00.0,Bus,73,0
08:00.0,Bus,76,0
08:00.0,Bus,78,0
08:00.0,Bus,75,0
08:00.0,Bus,77,0
08:00.0,Bus,73,0
08:00.0,Bus,78,0
08:00.0,BusStop,D,0
08:00.0,BusStop,H,0
08:00.0,BusStop,A,0
08:00.0,BusStop,D,0
08:00.0,BusStop,J,0
08:00.0,Bus,86,0
08:00.0,BusStop,I,0
08:00.0,Bus,85,0
08:00.0,Bus,88,0
08:00.0,Bus,87,0
08:00.0,Bus,89,0
08:00.0,Bus,86,0
08:00.0,Bus,90,0
08:00.0,Bus,85,0
08:00.0,Bus,88,0
08:00.0,Bus,87,0
08:00.0,Bus,89,0
08:00.0,Bus,90,0
08:30.0,Bus,97,0
08:30.0,Bus,98,0
08:30.0,Bus,99,0
08:30.0,Bus,100,0
08:30.0,Bus,101,0
08:30.0,Bus,102,0
08:30.0,BusStop,A,17
08:30.0,BusStop,B,49
08:30.0,BusStop,C,63
08:30.0,BusStop,D,17
08:30.0,BusStop,E,63
08:30.0,BusStop,F,63
08:30.0,BusStop,G,63
08:30.0,BusStop,H,1
08:30.0,BusStop,I,17
08:30.0,BusStop,J,1
08:30.0,Bus,12,17
08:30.0,Bus,7,15
08:30.0,Bus,9,8
08:30.0,Bus,8,17
08:30.0,Bus,10,8
08:30.0,Bus,11,9
08:30.0,Bus,22,4
08:30.0,Bus,24,9
08:30.0,Bus,23,4
08:30.0,Bus,19,8
08:30.0,Bus,20,2
08:30.0,Bus,21,4
08:30.0,Bus,33,2
08:30.0,Bus,36,4
08:30.0,Bus,34,2
08:30.0,Bus,31,4
08:30.0,Bus,35,1
08:30.0,Bus,32,1
08:30.0,Bus,48,2
08:30.0,Bus,44,0
08:30.0,Bus,46,1
08:30.0,Bus,47,0
08:30.0,Bus,43,2
08:30.0,Bus,45,1
08:30.0,Bus,55,1
08:30.0,Bus,56,0
08:30.0,Bus,60,1
08:30.0,Bus,59,0
08:30.0,Bus,58,0
08:30.0,Bus,57,0
08:30.0,Bus,72,1
08:30.0,Bus,70,0
08:30.0,Bus,71,0
08:30.0,Bus,67,0
08:30.0,Bus,69,0
08:30.0,Bus,68,0
08:30.0,Bus,82,0
08:30.0,Bus,83,0
08:30.0,Bus,80,0
08:30.0,Bus,79,0
08:30.0,Bus,84,0
08:30.0,Bus,81,0
08:30.0,BusStop,A,8
08:30.0,Bus,91,9
08:30.0,Bus,91,9
08:30.0,BusStop,D,8
08:30.0,BusStop,H,0
08:30.0,BusStop,J,0
08:30.0,BusStop,D,4
08:30.0,Bus,95,9
08:30.0,Bus,94,1
08:30.0,Bus,95,9
08:30.0,BusStop,I,8
08:30.0,Bus,92,4
08:30.0,Bus,93,1
08:30.0,Bus,94,1
08:30.0,Bus,92,4
08:30.0,Bus,96,9
08:30.0,Bus,93,1
08:30.0,Bus,96,9
09:00.0,Bus,104,0
09:00.0,Bus,103,0
09:00.0,Bus,105,0
09:00.0,Bus,106,0
09:00.0,Bus,107,0
09:00.0,Bus,108,0
09:00.0,BusStop,A,18
09:00.0,BusStop,B,56
09:00.0,BusStop,C,73
09:00.0,BusStop,D,14
09:00.0,BusStop,E,73
09:00.0,BusStop,F,73
09:00.0,BusStop,G,73
09:00.0,BusStop,H,1
09:00.0,BusStop,I,18
09:00.0,BusStop,J,1
09:00.0,Bus,4,1
09:00.0,Bus,2,6
09:00.0,Bus,5,3
09:00.0,Bus,6,6
09:00.0,Bus,14,2
09:00.0,Bus,1,6
09:00.0,Bus,3,1
09:00.0,Bus,16,0
09:00.0,Bus,18,3
09:00.0,Bus,15,0
09:00.0,Bus,17,1
09:00.0,Bus,13,3
09:00.0,Bus,30,2
09:00.0,Bus,26,0
09:00.0,Bus,29,0
09:00.0,Bus,25,2
09:00.0,Bus,28,0
09:00.0,Bus,27,0
09:00.0,Bus,42,1
09:00.0,Bus,40,0
09:00.0,Bus,37,1
09:00.0,Bus,38,0
09:00.0,Bus,39,0
09:00.0,Bus,41,0
09:00.0,Bus,50,0
09:00.0,Bus,49,0
09:00.0,Bus,52,0
09:00.0,Bus,51,0
09:00.0,Bus,53,0
09:00.0,Bus,54,0
09:00.0,Bus,63,0
09:00.0,Bus,64,0
09:00.0,Bus,66,0
09:00.0,Bus,65,0
09:00.0,Bus,61,0
09:00.0,Bus,62,0
09:00.0,Bus,78,0
09:00.0,Bus,74,0
09:00.0,Bus,77,0
09:00.0,Bus,73,0
09:00.0,Bus,76,0
09:00.0,Bus,75,0
09:00.0,Bus,90,0
09:00.0,Bus,87,0
09:00.0,Bus,86,0
09:00.0,Bus,85,0
09:00.0,Bus,89,0
09:00.0,Bus,88,0
09:00.0,BusStop,D,7
09:00.0,BusStop,J,0
09:00.0,BusStop,A,9
09:00.0,Bus,98,7
09:00.0,Bus,99,1
09:00.0,Bus,98,7
09:00.0,Bus,97,9
09:00.0,Bus,99,1
09:00.0,Bus,97,9
09:00.0,BusStop,I,9
09:00.0,BusStop,D,3
09:00.0,BusStop,H,0
09:00.0,Bus,102,9
09:00.0,Bus,101,4
09:00.0,Bus,100,1
09:00.0,Bus,102,9
09:00.0,Bus,101,4
09:00.0,Bus,100,1
